"Date","Close","% Change","% Change vs Average","Volume"
"2025-03-19T16:20:00.000Z","117.67","0.23","0.24","1,464,894"
"2025-03-19T16:25:00.000Z","118.03","0.31","0.31","2,489,950"
"2025-03-19T16:30:00.000Z","117.81","-0.18","-0.18","1,962,637"
"2025-03-19T16:35:00.000Z","117.79","-0.02","-0.02","1,143,775"
"2025-03-19T16:40:00.000Z","117.80","0.01","0.02","1,013,974"
"2025-03-19T16:45:00.000Z","117.84","0.03","0.04","1,073,303"
"2025-03-19T16:50:00.000Z","118.06","0.19","0.19","2,019,919"
"2025-03-19T16:55:00.000Z","118.01","-0.04","-0.04","1,661,899"
"2025-03-19T17:00:00.000Z","118.16","0.13","0.13","2,205,259"
"2025-03-19T17:05:00.000Z","117.72","-0.37","-0.37","2,056,877"
"2025-03-19T17:10:00.000Z","117.58","-0.12","-0.12","1,692,612"
"2025-03-19T17:15:00.000Z","117.49","-0.07","-0.07","2,286,433"
"2025-03-19T17:20:00.000Z","117.64","0.13","0.13","1,626,716"
"2025-03-19T17:25:00.000Z","117.46","-0.15","-0.15","1,195,458"
"2025-03-19T17:30:00.000Z","117.69","0.20","0.21","1,677,342"
"2025-03-19T17:35:00.000Z","118.04","0.29","0.30","2,177,183"
"2025-03-19T17:40:00.000Z","117.82","-0.19","-0.18","1,911,329"
"2025-03-19T17:45:00.000Z","117.68","-0.12","-0.11","1,480,887"
"2025-03-19T17:50:00.000Z","117.93","0.21","0.21","1,834,768"
"2025-03-19T17:55:00.000Z","117.86","-0.05","-0.05","1,341,230"
"2025-03-19T18:00:00.000Z","118.42","0.47","0.48","4,699,444"
"2025-03-19T18:05:00.000Z","118.46","0.03","0.04","3,204,462"
"2025-03-19T18:10:00.000Z","118.87","0.35","0.35","3,393,273"
"2025-03-19T18:15:00.000Z","118.80","-0.06","-0.05","4,211,364"
"2025-03-19T18:20:00.000Z","118.80","0","0.01","2,804,179"
"2025-03-19T18:25:00.000Z","118.54","-0.22","-0.22","2,972,767"
"2025-03-19T18:30:00.000Z","119.14","0.51","0.51","3,584,184"
"2025-03-19T18:35:00.000Z","118.76","-0.32","-0.31","2,479,921"
"2025-03-19T18:40:00.000Z","119.07","0.26","0.27","2,725,389"
"2025-03-19T18:45:00.000Z","118.93","-0.11","-0.11","2,283,803"
"2025-03-19T18:50:00.000Z","119.31","0.32","0.32","2,730,976"
"2025-03-19T18:55:00.000Z","119.57","0.22","0.22","3,237,737"
"2025-03-19T19:00:00.000Z","119.82","0.21","0.21","3,632,166"
"2025-03-19T19:05:00.000Z","120.24","0.35","0.36","5,292,787"
"2025-03-19T19:10:00.000Z","120.01","-0.19","-0.18","4,501,054"
"2025-03-19T19:15:00.000Z","119.61","-0.34","-0.34","3,296,097"
"2025-03-19T19:20:00.000Z","119.14","-0.39","-0.38","4,232,921"
"2025-03-19T19:25:00.000Z","118.25","-0.75","-0.74","4,936,014"
"2025-03-19T19:30:00.000Z","118.19","-0.05","-0.05","3,979,115"
"2025-03-19T19:35:00.000Z","118.64","0.38","0.39","4,291,764"
"2025-03-19T19:40:00.000Z","119.05","0.34","0.35","3,998,555"
"2025-03-19T19:45:00.000Z","118.71","-0.29","-0.28","3,519,241"
"2025-03-19T19:50:00.000Z","118.33","-0.32","-0.31","3,648,122"
"2025-03-19T19:55:00.000Z","117.52","-0.68","-0.68","9,426,548"
"2025-03-20T13:30:00.000Z","118.42","0.76","0.77","18,012,282"
"2025-03-20T13:35:00.000Z","119.29","0.74","0.75","6,868,021"
"2025-03-20T13:40:00.000Z","118.45","-0.70","-0.70","5,437,600"
"2025-03-20T13:45:00.000Z","118.71","0.22","0.22","3,641,119"
"2025-03-20T13:50:00.000Z","118.49","-0.19","-0.19","2,967,608"
"2025-03-20T13:55:00.000Z","118.42","-0.06","-0.06","3,617,778"
"2025-03-20T14:00:00.000Z","119.00","0.49","0.50","4,506,210"
"2025-03-20T14:05:00.000Z","118.53","-0.40","-0.39","2,886,753"
"2025-03-20T14:10:00.000Z","118.45","-0.06","-0.06","2,448,685"
"2025-03-20T14:15:00.000Z","118.61","0.14","0.14","3,390,867"
"2025-03-20T14:20:00.000Z","119.06","0.38","0.38","2,649,029"
"2025-03-20T14:25:00.000Z","118.90","-0.13","-0.13","2,786,344"
"2025-03-20T14:30:00.000Z","118.83","-0.06","-0.06","1,893,314"
"2025-03-20T14:35:00.000Z","119.12","0.24","0.25","3,073,903"
"2025-03-20T14:40:00.000Z","119.44","0.27","0.28","3,111,562"
"2025-03-20T14:45:00.000Z","119.43","-0.01","0","2,723,424"
"2025-03-20T14:50:00.000Z","119.40","-0.03","-0.02","2,245,004"
"2025-03-20T14:55:00.000Z","119.11","-0.25","-0.24","2,215,231"
"2025-03-20T15:00:00.000Z","119.23","0.10","0.11","2,544,962"
"2025-03-20T15:05:00.000Z","119.68","0.38","0.38","3,249,064"
"2025-03-20T15:10:00.000Z","119.88","0.17","0.17","2,768,574"
"2025-03-20T15:15:00.000Z","119.58","-0.25","-0.25","2,077,081"
"2025-03-20T15:20:00.000Z","119.71","0.12","0.12","2,058,706"
"2025-03-20T15:25:00.000Z","119.64","-0.06","-0.06","981,451"
"2025-03-20T15:30:00.000Z","119.12","-0.44","-0.43","3,111,322"
"2025-03-20T15:35:00.000Z","119.20","0.07","0.08","2,672,592"
"2025-03-20T15:40:00.000Z","119.72","0.43","0.44","7,399,175"
"2025-03-20T15:45:00.000Z","120.07","0.29","0.29","4,915,347"
"2025-03-20T15:50:00.000Z","119.96","-0.09","-0.09","1,979,993"
"2025-03-20T15:55:00.000Z","119.41","-0.45","-0.45","2,486,229"
"2025-03-20T16:00:00.000Z","119.43","0.02","0.02","2,494,762"
"2025-03-20T16:05:00.000Z","119.30","-0.11","-0.10","2,004,220"
"2025-03-20T16:10:00.000Z","119.19","-0.09","-0.09","2,276,769"
"2025-03-20T16:15:00.000Z","119.21","0.01","0.02","1,572,171"
"2025-03-20T16:20:00.000Z","118.89","-0.27","-0.26","1,975,708"
"2025-03-20T16:25:00.000Z","118.29","-0.50","-0.50","3,955,895"
"2025-03-20T16:30:00.000Z","118.39","0.09","0.09","2,250,256"
"2025-03-20T16:35:00.000Z","118.66","0.22","0.23","2,183,388"
"2025-03-20T16:40:00.000Z","118.05","-0.52","-0.51","2,648,494"
"2025-03-20T16:45:00.000Z","118.08","0.03","0.03","1,930,051"
"2025-03-20T16:50:00.000Z","118.46","0.32","0.32","1,723,609"
"2025-03-20T16:55:00.000Z","118.07","-0.33","-0.32","2,053,925"
"2025-03-20T17:00:00.000Z","118.25","0.16","0.16","1,624,893"
"2025-03-20T17:05:00.000Z","118.62","0.31","0.32","8,756,171"
"2025-03-20T17:10:00.000Z","118.55","-0.06","-0.05","1,570,850"
"2025-03-20T17:15:00.000Z","118.42","-0.11","-0.11","1,216,242"
"2025-03-20T17:20:00.000Z","118.20","-0.19","-0.18","1,524,285"
"2025-03-20T17:25:00.000Z","117.89","-0.26","-0.26","1,987,579"
"2025-03-20T17:30:00.000Z","118.17","0.24","0.24","2,036,281"
"2025-03-20T17:35:00.000Z","118.51","0.29","0.29","1,648,062"
"2025-03-20T17:40:00.000Z","118.51","0","0","1,295,981"
"2025-03-20T17:45:00.000Z","118.50","-0.01","0","1,507,080"
"2025-03-20T17:50:00.000Z","118.25","-0.22","-0.21","1,328,961"
"2025-03-20T17:55:00.000Z","118.34","0.08","0.08","1,317,144"
"2025-03-20T18:00:00.000Z","118.49","0.13","0.13","1,433,394"
"2025-03-20T18:05:00.000Z","118.66","0.14","0.15","1,914,771"
"2025-03-20T18:10:00.000Z","118.91","0.21","0.22","2,036,685"
"2025-03-20T18:15:00.000Z","118.74","-0.14","-0.14","1,989,987"
"2025-03-20T18:20:00.000Z","118.59","-0.13","-0.12","1,942,030"
"2025-03-20T18:25:00.000Z","118.08","-0.43","-0.43","2,145,098"
"2025-03-20T18:30:00.000Z","118.04","-0.03","-0.02","2,546,858"
"2025-03-20T18:35:00.000Z","118.20","0.13","0.14","1,727,443"
"2025-03-20T18:40:00.000Z","117.89","-0.26","-0.26","2,089,038"
"2025-03-20T18:45:00.000Z","118.13","0.20","0.20","1,830,110"
"2025-03-20T18:50:00.000Z","118.43","0.25","0.26","2,220,042"
"2025-03-20T18:55:00.000Z","118.01","-0.35","-0.35","2,010,073"
"2025-03-20T19:00:00.000Z","118.33","0.27","0.28","1,536,266"
"2025-03-20T19:05:00.000Z","118.36","0.03","0.03","1,416,969"
"2025-03-20T19:10:00.000Z","118.29","-0.05","-0.05","1,158,374"
"2025-03-20T19:15:00.000Z","118.55","0.22","0.22","1,503,014"
